Paper_ID,DOI,Role,Table_number,PDF_page,Table_types,Caption_excerpt,Caption_word_count,Source_status,Mean_or_std_signal,Best_second_best_signal
P065,10.1109/tits.2023.3266195,A,XI,16,UNCLASSIFIED,THE RESULTS OF TRACKING CONTROL FOR ADAPTABILITY VALIDATION,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P065,10.1109/tits.2023.3266195,A,XII,16,MAIN_COMPARISON,shows the comparison results and relative,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P065,10.1109/tits.2023.3266195,A,XIII,18,UNCLASSIFIED,THE RESULTS OF TRACKING CONTROL FOR,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P066,10.1109/tiv.2025.3598768,A,I,2,MAIN_COMPARISON,COMPARISON BETWEEN IDS AND IRS,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P066,10.1109/tiv.2025.3598768,A,II,7,PARAMETERS; COMPLEXITY,KEY DESIGN PARAMETERS AND THEIR DEFAULTVALUES,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P066,10.1109/tiv.2025.3598768,A,III,7,MAIN_COMPARISON,CCU PERFORMANCE W/O CONFIDENCE SCORE-BASED FILTERING (CSF),7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P068,10.1109/tiv.2022.3214777,A,I,7,ENVIRONMENT_SETTINGS,PARAMETRIC SETTINGS FOR SIMULA TIONS,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P068,10.1109/tiv.2022.3214777,A,II,7,MAIN_COMPARISON,COMPARISONS BETWEEN HA AND GHA,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P068,10.1109/tiv.2022.3214777,A,III,8,MAIN_COMPARISON,COMPARISONS AMONG VARIANTS OF THE PROPOSED PLANNER,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P069,10.1109/tiv.2023.3314709,A,I,10,UNCLASSIFIED,The details regarding the key implementation aspects,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P069,10.1109/tiv.2023.3314709,A,II,13,UNCLASSIFIED,COMPUTATION TIME FOR DIFFERENT CASES,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P070,10.1109/tiv.2022.3185159,A,I,6,PARAMETERS; COMPLEXITY,HYPERPARAMETERS OF THE MBRL-BASED AV STRA TEGY,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P070,10.1109/tiv.2022.3185159,A,II,6,ENVIRONMENT_SETTINGS,THE NETWORK FOR THE ENVIRONMENT MODEL,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P070,10.1109/tiv.2022.3185159,A,III,6,UNCLASSIFIED,THE NETWORK FOR THE RL CRITIC,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P070,10.1109/tiv.2022.3185159,A,IV,6,UNCLASSIFIED,THE NETWORK FOR THE RL ACTOR,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P071,10.1109/tmech.2026.3658866,A,I,8,PARAMETERS; COMPLEXITY,Parameters of the admittance controller.,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P072,10.1109/tmech.2023.3235906,A,I,11,UNCLASSIFIED,,0,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P072,10.1109/tmech.2023.3235906,A,II,10,UNCLASSIFIED,"In contrast, the conventional MPC does not guarantee",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P073,10.1109/tmech.2022.3142756,A,I,8,UNCLASSIFIED,Results of the MU based on diﬀerent viewpoint,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P073,10.1109/tmech.2022.3142756,A,II,9,UNCLASSIFIED,Comparative results of diﬀerent viewpoint sampling methods,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P073,10.1109/tmech.2022.3142756,A,III,9,PARAMETERS; COMPLEXITY,Sensor parameters,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P073,10.1109/tmech.2022.3142756,A,IV,9,UNCLASSIFIED,The MU distribution with diﬀerent,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P073,10.1109/tmech.2022.3142756,A,V,10,UNCLASSIFIED,Comparative results with the CMM,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P073,10.1109/tmech.2022.3142756,A,VI,12,UNCLASSIFIED,Summary of Notations,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P075,10.1109/tmech.2025.3570573,A,I,8,UNCLASSIFIED,shows that our algorithm with the just-in-time mod-,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P078,10.1109/tnnls.2023.3247160,A,I,11,PARAMETERS; COMPLEXITY,PARAMETERS OF ALN-DSAC,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P078,10.1109/tnnls.2023.3247160,A,II,11,UNCLASSIFIED,AL-DSAC and ALN-DSAC outperform other algo-,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P078,10.1109/tnnls.2023.3247160,A,III,13,UNCLASSIFIED,LEARNED MOTION PLANNING STRATEGIES,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P078,10.1109/tnnls.2023.3247160,A,IV,13,ENVIRONMENT_SETTINGS,FIVE HUNDRED TESTS OF ALL ALGORITHMS IN CASES WITH FIVE AND TEN OBSTACLES IN CIRCLE -CROSSING ENVIRONMENT,17,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P078,10.1109/tnnls.2023.3247160,A,V,13,UNCLASSIFIED,The on-policy algorithm LSTM-A2C costs the least,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P078,10.1109/tnnls.2023.3247160,A,VI,14,ENVIRONMENT_SETTINGS,FIVE HUNDRED TESTS IN SQUARE -CROSSING ENVIRONMENT IN CASES WITH FIVE AND TEN OBSTACLES,14,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P078,10.1109/tnnls.2023.3247160,A,VII,14,ENVIRONMENT_SETTINGS,VALUE CHANGES FROM CIRCLE -CROSSING ENVIRONMENT TO SQUARE -CROSSING ENVIRONMENT,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P081,10.1109/tnnls.2026.3685832,A,I,9,UNCLASSIFIED,SUB-MODELS AND TRAINING REWARDS SUMMARY,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P081,10.1109/tnnls.2026.3685832,A,II,10,UNCLASSIFIED,DETAILS OF RECRUITED SUBJECTS,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P081,10.1109/tnnls.2026.3685832,A,III,10,ENVIRONMENT_SETTINGS; MAIN_COMPARISON,COMPARISON OF MSE VALUES OF SUBJECT 1 FOR SELECTED SETTINGS,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P082,10.1109/tro.2025.3530348,A,I,9,UNCLASSIFIED,Size of layers of the MLP used in the GNN.,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P082,10.1109/tro.2025.3530348,A,II,9,PARAMETERS; COMPLEXITY,Hyper-parameters used in our training,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P083,10.1109/tro.2021.3137751,A,I,12,UNCLASSIFIED,reports the ﬁnal A TE of each method when evaluated,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P083,10.1109/tro.2021.3137751,A,II,13,RUNTIME,COMMUNICA TIONUSAGE AND SOLUTION RUNTIME,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P083,10.1109/tro.2021.3137751,A,III,13,UNCLASSIFIED,SEMANTIC RECONSTRUCTION EVA L U AT I O N,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P083,10.1109/tro.2021.3137751,A,IV,14,UNCLASSIFIED,LOOP CLOSURE STA TISTICS ONOUTDOOR DA TASETS,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P083,10.1109/tro.2021.3137751,A,V,14,UNCLASSIFIED,TRAJECTORY LENGTHS AND END-TO-END ERRORS IN METERS ON,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P084,10.1109/tro.2026.3651669,A,I,8,BASELINE_DESCRIPTION,Success rate (%) of our method and baselines for grasping in MuJoCo and Isaac Gym.,15,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P084,10.1109/tro.2026.3651669,A,II,8,BASELINE_DESCRIPTION,Success rate (%) of our method and baselines for In-Hand Reorientation and Handover.“GeoDex-50k” is a,15,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P084,10.1109/tro.2026.3651669,A,III,14,UNCLASSIFIED,Test success rate (%) of our method with,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P084,10.1109/tro.2026.3651669,A,IV,14,GENERALIZATION,Grasp success rate (%) on unseen objects using,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P084,10.1109/tro.2026.3651669,A,IX,17,MAIN_COMPARISON,Success rates (%) for comparison between DexRep and Unidexgrasp++ [8] with an Allegro hand in Isaac,16,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P084,10.1109/tro.2026.3651669,A,V,15,UNCLASSIFIED,Success rates (%) on test objects under different,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P084,10.1109/tro.2026.3651669,A,VI,15,GENERALIZATION,Success rates (%) on unseen objects with,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P084,10.1109/tro.2026.3651669,A,VII,17,UNCLASSIFIED,Success rate (%) for DexRep with known CAD models in the real world.,13,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P084,10.1109/tro.2026.3651669,A,VIII,17,UNCLASSIFIED,Success Rate (%) for DexRep with partial point cloud in the real world.Polices directly deployed from,16,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P085,10.1109/tro.2022.3232300,A,I,11,UNCLASSIFIED,THREE-AGENT COLLISION AVOIDANCE SIMULA TIONS,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P085,10.1109/tro.2022.3232300,A,II,11,UNCLASSIFIED,TWO-AGENT COLLISION AVOIDANCE SIMULA TIONS,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P085,10.1109/tro.2022.3232300,A,III,11,UNCLASSIFIED,TASK-RELEV ANTSTA TISTICS FOR THE TWO-PLA YERCOLLISION,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P085,10.1109/tro.2022.3232300,A,IV,12,UNCLASSIFIED,TASK STA TISTICS FOR THE GENERA TEDSIMULA TIONSUSING LEARNED COST,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P086,10.1109/tro.2023.3275875,A,I,5,MAIN_COMPARISON,COMPARISONS WITH THE EXISTING METHODS,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P086,10.1109/tro.2023.3275875,A,II,14,PARAMETERS; COMPLEXITY,HYPERPARAMETERS FOR ALGORITHM 1,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P086,10.1109/tro.2023.3275875,A,III,14,PARAMETERS; COMPLEXITY,HYPERPARAMETERS FOR ALGORITHM 2,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P087,10.1109/tro.2024.3434208,A,I,5,UNCLASSIFIED,,0,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P087,10.1109/tro.2024.3434208,A,II,6,UNCLASSIFIED,CHARACTERISTICS OF VARIOUS CONT ACTMODELS,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P087,10.1109/tro.2024.3434208,A,III,7,UNCLASSIFIED,CHARACTERISTICS OF NUMERICAL ALGORITHMS,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P088,10.1109/tro.2023.3264950,A,I,4,UNCLASSIFIED,NOTATION,1,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P088,10.1109/tro.2023.3264950,A,II,15,UNCLASSIFIED,RESULTS FOR MULTIPLE TETHERED UA VS PLANNING,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P089,10.1109/tro.2026.3714645,A,I,3,UNCLASSIFIED,NON-COMPLETE OVERVIEW OF STATE-ESTIMATION AND SENSOR-FUSION APPROACHES.✓INDICATES SUPPORT. ✗ INDICATES LIMITED OR NO SUPPORT.,14,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P089,10.1109/tro.2026.3714645,A,II,5,UNCLASSIFIED,OVERVIEW OF THE COORDINATE FRAMES OF THE THREE ROBOTIC SYSTEMS,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P089,10.1109/tro.2026.3714645,A,III,13,UNCLASSIFIED,PARTICULARITIES OF EACH OF THE ROBOTIC PLATFORMS&EXPERIMENTS.,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P089,10.1109/tro.2026.3714645,A,IV,13,COMPLEXITY,MISSION OVERVIEW AND OFFLINE OPTIMIZATION COMPLEXITY.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P089,10.1109/tro.2026.3714645,A,IX,16,MAIN_COMPARISON,"COMPARISON OF METHODS IN TERMS OFATE, ARE, RTEANDRREFOR",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P089,10.1109/tro.2026.3714645,A,V,14,MAIN_COMPARISON,GLOBAL ESTIMATION QUALITY COMPARISON FOR THEHIKEEXPERIMENTS.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P089,10.1109/tro.2026.3714645,A,VI,14,UNCLASSIFIED,AVERAGE LOCAL ESTIMATION QUALITY AND SMOOTHNESS IN TERMS OF,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P089,10.1109/tro.2026.3714645,A,VII,15,COMPLEXITY,TRADEOFF OF THE COMPUTATIONAL COMPLEXITY AND ACCURACY VS.THE,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P089,10.1109/tro.2026.3714645,A,VIII,16,UNCLASSIFIED,"ATE, ARE, RTEANDRREMEAN AND STANDARD DEVIATION OF THE",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,True,False
P090,10.1109/tro.2025.3593109,A,I,17,UNCLASSIFIED,P,1,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P090,10.1109/tro.2025.3593109,A,II,18,PARAMETERS; COMPLEXITY,HYPERPARAMETERS FOR TRAINING MPD,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P090,10.1109/tro.2025.3593109,A,III,18,UNCLASSIFIED,MOTION PLANNING COST WEIGHTS [(2)],5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P091,10.1109/tro.2021.3080235,A,I,3,UNCLASSIFIED,Notation used in this paper,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P091,10.1109/tro.2021.3080235,A,II,4,UNCLASSIFIED,Polyhedral representations of interval j from the,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P091,10.1109/tro.2021.3080235,A,III,11,ENVIRONMENT_SETTINGS; MAIN_COMPARISON,Comparison of the number of stops and time to reach the goal in a corridor-like environment using different,18,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P091,10.1109/tro.2021.3080235,A,IV,11,UNCLASSIFIED,,0,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P091,10.1109/tro.2021.3080235,A,V,14,ENVIRONMENT_SETTINGS,Results for MADER in the circle and sphere environments.,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P092,10.1109/tsmc.2026.3720408,A,I,7,MAIN_COMPARISON,DEFINITIONS OF NAVIGATION PERFORMANCE METRICS,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P092,10.1109/tsmc.2026.3720408,A,II,7,ENVIRONMENT_SETTINGS; MAIN_COMPARISON,NAVIGATION PERFORMANCE IN OBSTACLE -FREE ENVIRONMENT WITH,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P092,10.1109/tsmc.2026.3720408,A,III,7,ENVIRONMENT_SETTINGS; MAIN_COMPARISON,NAVIGATION PERFORMANCE IN OBSTACLE ENVIRONMENT WITH,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P092,10.1109/tsmc.2026.3720408,A,IV,8,ENVIRONMENT_SETTINGS; MAIN_COMPARISON,NAVIGATION PERFORMANCE IN OBSTACLE -FREE ENVIRONMENT WITH,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P092,10.1109/tsmc.2026.3720408,A,V,8,ENVIRONMENT_SETTINGS; MAIN_COMPARISON,NAVIGATION PERFORMANCE IN OBSTACLE ENVIRONMENT WITH,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P093,10.1109/tsmc.2025.3551291,A,I,8,UNCLASSIFIED,DETAILED REW ARD,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P093,10.1109/tsmc.2025.3551291,A,II,8,PARAMETERS; COMPLEXITY,DETAILED HYPERPARAMETERS,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P093,10.1109/tsmc.2025.3551291,A,III,8,ABLATION,RESULTS OF ABLATION STUDY,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P095,10.1109/tvt.2025.3596466,A,I,8,PARAMETERS; ENVIRONMENT_SETTINGS,PARAMETER SETTINGS,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P095,10.1109/tvt.2025.3596466,A,II,11,MAIN_COMPARISON,PERFORMANCE COMPARISON WITH STATE-OF-THE-ART,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P096,10.1109/tvt.2025.3606201,A,I,4,UNCLASSIFIED,NOMENCLA TURE,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P096,10.1109/tvt.2025.3606201,A,II,10,ENVIRONMENT_SETTINGS,CONTROL VARIABLE SETTINGS IN THE EXPERIMENTS,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P096,10.1109/tvt.2025.3606201,A,III,10,PARAMETERS; ENVIRONMENT_SETTINGS,"GENERIC PARAMETER SETTINGS IN THE EXPERIMENT [39], [42]",8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P096,10.1109/tvt.2025.3606201,A,IV,11,PARAMETERS; ENVIRONMENT_SETTINGS,"HYPERPARAMETER SETTINGS IN THE EXPERIMENT [6], [25], [26], [35]",9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P096,10.1109/tvt.2025.3606201,A,V,13,UNCLASSIFIED,FREQUENCIES OF THE OUT-OF-BOUNDARY AND COLLISION PENALTY TERM,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P097,10.1109/tvt.2024.3389555,A,I,9,PARAMETERS; COMPLEXITY,"HYPER-PARAMETERS OF MADDPG, MA TD3AND PF-LSTM-MA TD3",7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P097,10.1109/tvt.2024.3389555,A,II,9,ENVIRONMENT_SETTINGS,SETTINGS OF THE MULTI -UA V FORMA TION,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P097,10.1109/tvt.2024.3389555,A,III,9,ENVIRONMENT_SETTINGS,SETTINGS OF THE OBSTACLES,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P097,10.1109/tvt.2024.3389555,A,IV,10,MAIN_COMPARISON,TRAJECTORY LENGTH COMPARISON,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P097,10.1109/tvt.2024.3389555,A,V,10,ENVIRONMENT_SETTINGS,SETTINGS OF THE MULTI-UA V FORMA TION,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P097,10.1109/tvt.2024.3389555,A,VI,10,ENVIRONMENT_SETTINGS,SETTINGS OF THE OBSTACLES,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P098,10.1109/tvt.2023.3262778,A,I,11,PARAMETERS; ENVIRONMENT_SETTINGS,Parameter settings in the numerical simulations.,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P099,10.1109/tvt.2024.3383352,A,I,3,UNCLASSIFIED,THIS TABLE SUMMARIZES THE KEY NOTATIONS .,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P100,10.1109/tvt.2024.3419842,A,I,11,PARAMETERS; COMPLEXITY,SIMULA TIONPARAMETERS,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P100,10.1109/tvt.2024.3419842,A,II,11,PARAMETERS; COMPLEXITY,OBSTACLE MODEL PARAMETERS,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P100,10.1109/tvt.2024.3419842,A,III,12,MAIN_COMPARISON,PERFORMANCE COMPARISON,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P102,10.1109/tits.2025.3631889,B,I,10,UNCLASSIFIED,NOTATION LIST,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P102,10.1109/tits.2025.3631889,B,II,11,PARAMETERS; COMPLEXITY,SIMULATION PARAMETERS,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P102,10.1109/tits.2025.3631889,B,III,12,UNCLASSIFIED,TOTAL REWARD FOR DIFFERENT CLIP VALUES,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P102,10.1109/tits.2025.3631889,B,IV,12,UNCLASSIFIED,AVAILABLE OFFLOADING REQUESTS AND SUCCESSFULLY SERVED,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P102,10.1109/tits.2025.3631889,B,V,13,COMPLEXITY,COMPUTATIONAL COMPLEXITY,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P102,10.1109/tits.2025.3631889,B,VI,14,COMPLEXITY,COMPUTATIONAL COMPLEXITY,2,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P102,10.1109/tits.2025.3631889,B,VII,14,MAIN_COMPARISON,OPERATION DURATION FOR COMPARISON METHODS,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P103,10.1109/tiv.2024.3405330,B,I,8,UNCLASSIFIED,PEDESTRIAN TRAJECTORY PREDICTION RESULTS . BOLDED IS THE BEST,9,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,True
P103,10.1109/tiv.2024.3405330,B,II,9,BASELINE_DESCRIPTION,DRL NAVIGATION AND BASELINE RESULTS . BOLD IS THE BEST . U NDERLINE IS THE SECOND BEST,17,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,True
P103,10.1109/tiv.2024.3405330,B,III,12,RUNTIME,ONE STEP AVERAGE COMPUTATIONAL TIME OF DIFFERENT MODELS,8,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P103,10.1109/tiv.2024.3405330,B,IV,13,UNCLASSIFIED,SENSITIVITY ANALYSIS OF THE REWARD VALUE FOR GOAL ACHIEVEMENT (rg). T HE DEFAULT VALUE IS DENOTED BY (*).,18,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P105,10.1109/tiv.2024.3383599,B,I,5,PARAMETERS,PARAMETER SETUP IN KITTI EXPERIMENTS,5,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P105,10.1109/tiv.2024.3383599,B,II,10,PARAMETERS; COMPLEXITY,SHALLOW NEURAL NETWORK HYPERPARAMETERS,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P105,10.1109/tiv.2024.3383599,B,III,11,UNCLASSIFIED,IOU-O NL YROAD IS TRA VERSABLE,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P105,10.1109/tiv.2024.3383599,B,IV,11,UNCLASSIFIED,RECALL -O NL YROAD IS TRA VERSABLE,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P105,10.1109/tiv.2024.3383599,B,V,11,UNCLASSIFIED,MEAN VALUES - TERRAIN AND VEGETATION ARE NOT TRA VERSABLE,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,True,False
P105,10.1109/tiv.2024.3383599,B,VI,11,UNCLASSIFIED,ST ANDARDDEVIA TIONS- TERRAIN AND VEGETATION ARE NOT TRA VERSABLE,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P106,10.1109/tvt.2022.3228198,B,I,7,UNCLASSIFIED,UA VS’C OMBA TCAPABILITY,4,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P106,10.1109/tvt.2022.3228198,B,II,8,PARAMETERS; COMPLEXITY,THE MAIN HYPERPARAMETERS OF THE CDTA,6,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P106,10.1109/tvt.2022.3228198,B,III,10,UNCLASSIFIED,THE RUNNING TIME OF THE CDTA AND COALITIONAL GAME APPROACH,10,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P107,10.1109/tcst.2021.3091315,B,I,2,UNCLASSIFIED,IMPORT ANT SYMBOLS,3,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P107,10.1109/tcst.2021.3091315,B,II,11,COMPLEXITY,SAMPLE COMPLEXITY FOR COLLISION AVOIDANCE APPLICA TION,7,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P107,10.1109/tcst.2021.3091315,B,III,12,UNCLASSIFIED,"COMPUT A TION TIME (S) FOR COLLISION AVOIDANCE APPLICA TION : P( f (W1, W2, u)< 0) ≈ 0.7",19,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P107,10.1109/tcst.2021.3091315,B,IV,12,UNCLASSIFIED,"COMPUT A TION TIME (S) FOR COLLISION AVOIDANCE APPLICA TION : P( f (W1, W2, u)< 0) ≈ 0.9",19,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P107,10.1109/tcst.2021.3091315,B,V,13,COMPLEXITY,"SAMPLE COMPLEXITY FOR PAT H-T RACKING APPLICA TION CORRESPONDING TO P( f (W1, W2, u1, u2)< 0) ≈ 0.7",19,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P107,10.1109/tcst.2021.3091315,B,VI,14,COMPLEXITY,"SAMPLE COMPLEXITY FOR PAT H-T RACKING APPLICA TION CORRESPONDING TO P( f (W1, W2, u1, u2)< 0) ≈ 0.9",19,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
P107,10.1109/tcst.2021.3091315,B,VII,14,UNCLASSIFIED,"COMPUT A TION TIME (S) FOR PAT H-T RACKING APPLICA TION CORRESPONDING TO P( f (W1, W2, u1, u2)< 0) ≈ 0.7",22,AUTOMATED_CAPTION_CANDIDATE; human visual confirmation required,False,False
